PK178,19-Jan-18,1330,GN945,I,73H,20-Jan-18,2020,GN0476,D,CLL,ZJI,T0
PK179,19-Jan-18,1335,NV6763,D,320,20-Jan-18,1840,NV6748,D,ZOK,IEH,S3
PK180,19-Jan-18,1345,GN0247,D,73A,20-Jan-18,1855,GN0252,D,CBW,CQF,S4
PK181,19-Jan-18,1345,GN0645,D,325,20-Jan-18,1975,GN0478,D,YNO,TIF,S5
PK182,19-Jan-18,1350,GN0291,D,73E,20-Jan-18,1920,GN0522,D,DHR,NJH,S6
PK183,19-Jan-18,1350,GN0639,D,73H,20-Jan-18,1990,GN912,I,DBO,UTB,T0
PK184,19-Jan-18,1365,NV0747,D,323,20-Jan-18,1985,NV6446,D,LXM,TAY,S7
PK185,19-Jan-18,1370,NV617,I,321,20-Jan-18,1975,NV6616,D,ILH,GPD,T0
PK186,19-Jan-18,1370,NV6379,D,319,20-Jan-18,2030,NV872,I,ZCQ,LPK,T0
PK187,19-Jan-18,1375,NV6615,D,319,20-Jan-18,1945,NV6548,D,HZT,OBP,S8
PK188,19-Jan-18,1380,NV6557,D,73E,20-Jan-18,1855,NV3286,D,LXF,ARA,S9
PK189,19-Jan-18,1390,GN0285,D,73A,20-Jan-18,2005,GN936,I,KOH,UPZ,T0
PK190,19-Jan-18,1390,NV3464,D,325,20-Jan-18,2055,NV6160,I,MIX,DKV,T0
PK191,19-Jan-18,1395,GN0363,D,73E,20-Jan-18,1980,GN0414,D,IBL,DBO,S10
PK192,19-Jan-18,1400,GN0455,D,73H,20-Jan-18,1895,GN0234,D,EZH,UWT,S14
PK193,19-Jan-18,1400,NV3447,D,319,20-Jan-18,2000,NV6504,D,YJZ,DLH,S15
PK194,19-Jan-18,1405,NV6471,D,323,20-Jan-18,2110,NV6656,D,TAY,ZOU,S16
PK195,19-Jan-18,1410,NV3195,D,319,20-Jan-18,1985,NV6514,D,UTO,DUV,S17
PK196,19-Jan-18,1420,GN0643,D,323,20-Jan-18,2290,NV6722,D,IBL,EMD,S18
PK197,19-Jan-18,1435,GN0405,D,73E,20-Jan-18,2005,GN0548,D,ETO,CBW,S19
PK446,20-Jan-18,1445,GN0657,D,738,20-Jan-18,1930,GN0454,D,XVU,EZH,S20
PK441,20-Jan-18,1450,GN0349,D,73E,20-Jan-18,2390,GN0488,D,TZY,LXM,S21
PK442,20-Jan-18,1455,GN0401,D,738,20-Jan-18,1950,GN0678,D,DHP,DHP,S22
PK443,20-Jan-18,1455,NV6723,D,323,20-Jan-18,1910,NV6708,D,EMD,DHR,S23
PK444,20-Jan-18,1460,GN967,I,738,20-Jan-18,1970,GN0456,D,CLL,DHP,T0
PK445,20-Jan-18,1465,NV6589,D,33H,20-Jan-18,2185,NV810,I,LNH,NBE,T0
PK447,20-Jan-18,1530,NV6487,D,319,20-Jan-18,1855,NV3615,D,EZH,XVI,S24
PK448,20-Jan-18,1535,GN0453,D,738,20-Jan-18,1995,GN0630,D,EZH,XOA,S25
PK449,20-Jan-18,1690,NV677,I,33L,20-Jan-18,1915,NV380,I,TJO,DUT,T6
PK450,20-Jan-18,1705,NV625,I,325,20-Jan-18,1995,NV6152,I,SFQ,JDO,T1
PK451,20-Jan-18,1720,GN947,I,738,20-Jan-18,2055,GN0464,D,IOE,XFI,T0
PK452,20-Jan-18,1735,NV675,I,33L,20-Jan-18,1855,NV675,D,EFM,QFL,T5
PK453,20-Jan-18,1740,NV847,I,773,20-Jan-18,2240,NV694,I,TZE,MBY,T24
PK454,20-Jan-18,1755,NV309,I,773,20-Jan-18,1990,NV634,I,KGL,OSU,T26
PK455,20-Jan-18,1760,NV871,I,325,20-Jan-18,2005,NV812,I,QOI,ILH,S11
PK456,20-Jan-18,1775,NV347,I,33L,20-Jan-18,2170,NV346,I,NMF,NMF,T23
PK457,20-Jan-18,1780,NV655,I,332,21-Jan-18,3610,NV6118,I,TJO,UQF,T25
PK458,20-Jan-18,1785,NV891,I,773,21-Jan-18,2935,NV880,I,BLM,BLM,T28
PK459,20-Jan-18,1795,GN979,I,73H,20-Jan-18,1870,GN0290,D,CLJ,KOA,T0
PK460,20-Jan-18,1795,NV343,I,33E,20-Jan-18,2175,NV6118,I,DNC,UQF,S31
PK461,20-Jan-18,1795,NV851,I,773,20-Jan-18,2140,NV828,I,NFM,PSE,S32
PK462,20-Jan-18,1800,GN977,I,738,20-Jan-18,2065,GN0628,D,LCW,XOA,T0
PK463,20-Jan-18,1825,NV6181,I,332,20-Jan-18,2315,NV676,I,DHL,TJO,S33
PK464,20-Jan-18,1825,NV689,I,773,20-Jan-18,2165,NV318,I,MBY,ZZA,S34
PK465,20-Jan-18,1830,GN943,I,73H,20-Jan-18,2000,GN996,I,ILU,LVM,S12
PK466,20-Jan-18,1855,NV883,I,33H,20-Jan-18,2220,NV640,I,BNT,IOE,S35
PK467,20-Jan-18,1860,NV6157,I,320,20-Jan-18,1950,NV6762,D,DSL,ZOK,T0
PK468,20-Jan-18,1860,NV665,I,773,20-Jan-18,2185,NV670,I,DEH,DEH,S36
PK472,20-Jan-18,1865,NV393,I,320,20-Jan-18,2010,NV6576,D,THO,LIO,T0
PK469,20-Jan-18,1875,GN969,I,73H,20-Jan-18,2160,GN0492,D,ILU,LXM,T0
PK470,20-Jan-18,1880,GN973,I,73H,20-Jan-18,1955,GN940,I,LVM,CLL,S13
PK471,20-Jan-18,1880,NV659,I,33L,20-Jan-18,2480,NV682,I,CLL,IOM,S37
PK473,20-Jan-18,1915,NV6700,D,320,20-Jan-18,2010,NV6700,D,OHC,VSD,T14
PK474,20-Jan-18,1945,NV3992,D,320,20-Jan-18,2010,NV630,I,OLH,OHP,T0
PK475,20-Jan-18,1955,NV6135,I,320,20-Jan-18,2060,NV3196,I,DFC,PLB,T0
PK476,20-Jan-18,1955,*****,D,738,20-Jan-18,2005,GN0408,D,***,DTY,T10
PK477,20-Jan-18,1960,NV6577,D,320,20-Jan-18,2030,NV6577,D,LIO,TIF,T19
PK478,20-Jan-18,1960,NV6697,D,73H,20-Jan-18,2025,NV6612,D,XOA,XOA,S23
PK479,20-Jan-18,1965,NV6645,D,320,20-Jan-18,2060,NV6644,D,UOB,UOB,S14
PK480,20-Jan-18,1965,NV6698,D,320,20-Jan-18,2735,NV6578,D,IGF,IGF,S2
PK481,20-Jan-18,1975,NV3620,D,73E,20-Jan-18,2040,NV626,I,XVI,LJY,T0
PK482,20-Jan-18,1975,NV6684,D,320,20-Jan-18,2045,NV6684,D,UBP,LPX,T17
PK483,20-Jan-18,1980,NV603,I,33L,20-Jan-18,2065,NV603,D,TWP,TZY,T6
PK484,20-Jan-18,1990,GN0631,D,738,20-Jan-18,2040,*****,D,XOA,***,T13
PK485,20-Jan-18,1995,NV628,D,73H,20-Jan-18,2075,NV628,I,XVI,GVL,T0
PK486,20-Jan-18,2000,GN0369,D,738,20-Jan-18,2075,GN0202,D,YNO,EMD,T18
PK487,20-Jan-18,2000,NV698,D,773,20-Jan-18,2130,NV698,I,GPD,KGL,T0
PK488,20-Jan-18,2005,NV6773,D,325,20-Jan-18,2080,NV6773,D,EMD,GPD,T11
PK489,20-Jan-18,2010,GN0439,D,738,20-Jan-18,2100,GN0284,D,DHP,KOH,S22
PK490,20-Jan-18,2015,NV3513,D,73H,20-Jan-18,2085,NV3512,D,UZO,UZO,S8
PK491,20-Jan-18,2015,NV6655,D,320,20-Jan-18,2115,NV6622,D,ZOU,UBP,S20
PK492,20-Jan-18,2020,GN0571,D,73H,20-Jan-18,2295,GN966,I,LXF,CLL,T0
PK493,20-Jan-18,2020,NV6533,D,320,20-Jan-18,2105,NV6536,D,DLH,DLH,S6
PK494,20-Jan-18,2025,GN0493,D,738,20-Jan-18,2090,GN0493,D,LXM,DHR,S5
PK495,20-Jan-18,2025,NV6163,I,325,20-Jan-18,2125,NV6390,D,JDO,AVI,T0
PK496,20-Jan-18,2030,GN0181,D,738,20-Jan-18,2105,GN0298,D,UTO,TIF,T15
PK497,20-Jan-18,2030,GN0413,D,738,20-Jan-18,2110,GN0530,D,DBO,IOZ,S10
PK498,20-Jan-18,2030,NV6479,D,319,20-Jan-18,2105,NV6752,D,DTY,EMD,S4
PK499,20-Jan-18,2030,NV837,I,319,20-Jan-18,2220,NV3194,D,ILH,UTO,T0
PK500,20-Jan-18,2035,GN0471,D,73A,20-Jan-18,2130,GN0208,D,AIB,BPH,S7
PK501,20-Jan-18,2035,NV6313,D,325,20-Jan-18,2100,NV6518,D,IBL,DUV,S17
PK253,20-Jan-18,2040,NV6294,D,321,20-Jan-18,2200,NV3118,I,QFL,NGN,T0
PK254,20-Jan-18,2045,NV6513,D,320,20-Jan-18,2190,NV305,D,DUV,DUV,S25
PK255,20-Jan-18,2050,GN0411,D,73H,20-Jan-18,2160,GN944,I,TXB,CLL,T0
PK256,20-Jan-18,2050,NV6443,D,325,20-Jan-18,2225,NV6488,D,TAY,TZY,S15
PK257,20-Jan-18,2055,NV3120,D,73H,20-Jan-18,2115,NV3120,I,XVI,GTA,T0
PK258,20-Jan-18,2055,NV632,D,325,20-Jan-18,2145,NV632,I,YJZ,OSU,T0
PK259,20-Jan-18,2060,GN0495,D,73A,20-Jan-18,2120,GN0460,D,OOH,AIB,T14
PK260,20-Jan-18,2060,NV323,I,325,20-Jan-18,2175,NV614,I,NOM,ILH,T22
PK261,20-Jan-18,2060,NV687,I,325,20-Jan-18,2175,NV6144,I,IOE,JDO,T1
PK262,20-Jan-18,2065,NV6731,D,325,20-Jan-18,2125,NV618,I,ISC,ILH,T0
PK263,20-Jan-18,2065,NV820,D,320,20-Jan-18,2135,NV820,I,MIX,OHP,T0
PK264,20-Jan-18,2070,GN0457,D,738,20-Jan-18,2225,GN0446,D,DHP,MGR,T10
PK265,20-Jan-18,2070,NV858,D,73H,20-Jan-18,2175,NV858,I,LNH,LJY,T0
PK266,20-Jan-18,2075,NV6713,D,320,20-Jan-18,2185,NV6713,D,TIF,AIB,T16
PK267,20-Jan-18,2080,GN0271,D,73H,20-Jan-18,2160,GN0236,D,DHR,SJA,T19
PK268,20-Jan-18,2080,NV303,I,320,20-Jan-18,2190,NV303,D,OHP,YJZ,T0
PK269,20-Jan-18,2085,NV643,I,320,20-Jan-18,2165,NV6732,D,GVL,EMD,T0
PK270,20-Jan-18,2100,NV305,I,319,20-Jan-18,2175,NV6316,D,IJK,ITO,T0
PK271,20-Jan-18,2100,NV6785,D,320,20-Jan-18,2230,NV398,I,EMD,PLB,T20
PK272,20-Jan-18,2105,NV6307,D,320,20-Jan-18,2525,NV6308,D,DUV,DUV,T17
PK273,20-Jan-18,2120,NV6535,D,320,20-Jan-18,2170,*****,D,DLH,***,S14
PK274,20-Jan-18,2125,NV841,I,325,20-Jan-18,2235,NV610,I,LJY,ILH,S11
PK275,20-Jan-18,2160,NV835,I,325,20-Jan-18,2530,NV830,I,ILH,LJY,S12
PK276,20-Jan-18,2180,NV6749,D,320,20-Jan-18,2245,NV6510,D,IEH,MZJ,S7
PK277,20-Jan-18,2185,GN0253,D,73A,20-Jan-18,2255,GN0204,D,CQF,TIF,T14
PK278,20-Jan-18,2185,NV3703,I,73H,20-Jan-18,2275,NV3703,D,OHP,XVI,T0
PK279,20-Jan-18,2200,GN0491,D,738,20-Jan-18,2390,GN0326,D,LXM,AVI,S20
PK280,20-Jan-18,2215,NV674,D,33L,20-Jan-18,2305,NV674,I,QFL,EFM,T6
PK281,20-Jan-18,2220,GN0201,D,73H,20-Jan-18,2285,GN930,I,KOA,QVT,T21
PK282,20-Jan-18,2225,NV3287,D,73E,20-Jan-18,2430,NV6556,D,ARA,LXF,T22
PK283,20-Jan-18,2230,GN0235,D,73H,20-Jan-18,2300,GN0250,D,UWT,YNO,S14
PK284,20-Jan-18,2235,NV3266,D,325,20-Jan-18,2295,NV3269,D,YJZ,YJZ,T16
PK285,20-Jan-18,2240,NV6155,I,320,20-Jan-18,2305,NV6494,D,QVT,AZJ,T0
PK286,20-Jan-18,2245,NV6735,D,73E,20-Jan-18,2310,NV6198,I,EMD,GVL,T0
PK287,20-Jan-18,2260,GN913,I,73H,20-Jan-18,2325,GN938,I,UTB,JDO,T1
PK288,20-Jan-18,2260,NV6719,D,320,20-Jan-18,2330,NV6718,D,IJB,TIF,T19
PK289,20-Jan-18,2270,GN932,D,738,20-Jan-18,2335,GN932,I,DHP,LJY,T0
PK290,20-Jan-18,2270,NV383,I,321,20-Jan-18,2370,NV383,D,OSU,QFL,T0
PK291,20-Jan-18,2275,NV6727,D,320,20-Jan-18,2485,NV6768,D,ZLI,IEH,T10
PK292,20-Jan-18,2280,NV6153,I,325,20-Jan-18,2385,NV6116,I,JDO,UQF,S13
PK293,20-Jan-18,2290,NV6575,D,320,20-Jan-18,2360,NV6574,D,IGF,IGF,T20
PK294,20-Jan-18,2300,NV3654,D,73E,20-Jan-18,2365,NV6318,D,XVI,MAI,S7
PK295,20-Jan-18,2305,NV6171,I,325,20-Jan-18,2415,NV6742,D,DKV,GPD,T0
PK296,20-Jan-18,2305,NV873,I,319,20-Jan-18,2380,NV6378,D,LPK,ZCQ,T0
PK297,20-Jan-18,2310,NV6709,D,323,20-Jan-18,2480,NV3273,D,DHR,YJZ,T14
PK298,20-Jan-18,2315,NV6359,D,319,20-Jan-18,2430,NV6614,D,EBU,HZT,S15
PK299,20-Jan-18,2320,GN0477,D,73H,20-Jan-18,2410,GN0638,D,ZJI,DBO,T9
PK300,20-Jan-18,2325,NV6685,D,320,20-Jan-18,2395,NV6685,D,LPX,UBP,T12
PK301,20-Jan-18,2325,NV6711,D,325,20-Jan-18,2470,NV686,I,GPD,IOE,T0
PK302,20-Jan-18,2330,GN953,I,73H,20-Jan-18,2610,GN942,I,CLL,ILU,S11
PK303,20-Jan-18,2330,NV613,I,320,20-Jan-18,2415,NV616,I,ILH,ILH,T0
PK304,20-Jan-18,2330,NV681,I,33H,20-Jan-18,2410,NV656,I,DEH,TJO,T3
PK305,20-Jan-18,2335,GN0283,D,73E,20-Jan-18,2395,GN0362,D,ISC,IBL,T21
PK306,20-Jan-18,2335,GN0479,D,325,20-Jan-18,2405,GN0280,D,TIF,DHR,S25
PK307,20-Jan-18,2335,GN0523,D,73E,20-Jan-18,2435,GN0348,D,NJH,TZY,S10
PK308,20-Jan-18,2340,NV899,I,33E,20-Jan-18,2660,NV672,I,GDP,TZE,T24
PK309,20-Jan-18,2340,*****,D,320,20-Jan-18,2390,NV3465,D,***,MIX,S18
PK310,20-Jan-18,2350,GN0423,D,73E,20-Jan-18,2420,GN0642,D,DBO,IBL,S14
PK311,20-Jan-18,2355,NV629,I,73H,20-Jan-18,2450,NV629,D,GVL,XVI,T0
PK312,20-Jan-18,2360,GN0203,D,738,20-Jan-18,2410,*****,D,EMD,***,T16
PK313,20-Jan-18,2360,NV382,D,321,20-Jan-18,2455,NV382,I,QFL,OSU,T0
PK314,20-Jan-18,2365,GN931,I,73H,20-Jan-18,2460,GN980,I,UTB,LCW,T0
PK315,20-Jan-18,2365,NV6453,D,323,20-Jan-18,2445,NV0746,D,TAY,LXM,T15
PK316,20-Jan-18,2370,NV657,I,33E,20-Jan-18,2625,NV848,I,TJO,NFM,S33
PK317,20-Jan-18,2375,NV641,I,320,20-Jan-18,2440,NV6736,D,OHP,EMD,T0
PK318,20-Jan-18,2380,GN965,I,73H,20-Jan-18,2550,GN964,I,CLL,CLL,T1
PK319,20-Jan-18,2385,NV302,D,320,20-Jan-18,2475,NV302,I,YJZ,OHP,T0
PK320,20-Jan-18,2395,GN0549,D,73E,20-Jan-18,2490,GN0404,D,CBW,ETO,T19
PK321,20-Jan-18,2395,GN937,I,73A,20-Jan-18,2460,GN0246,D,UPZ,CBW,T0
PK322,20-Jan-18,2395,NV627,I,73E,20-Jan-18,2595,NV3787,D,LJY,ZJI,T0
PK323,20-Jan-18,2395,NV6657,D,323,20-Jan-18,2465,NV6462,D,ZOU,TAY,S16
PK324,20-Jan-18,2395,NV813,I,325,20-Jan-18,2490,NV6162,I,ILH,JDO,T0
PK325,20-Jan-18,2405,NV6715,D,320,20-Jan-18,2500,NV6710,D,TIF,IJB,S4
PK326,20-Jan-18,2415,NV3260,D,320,20-Jan-18,2525,NV3277,D,YJZ,YJZ,S7
PK327,20-Jan-18,2420,NV6377,D,325,20-Jan-18,2550,NV834,I,CIZ,ILH,T20
PK328,20-Jan-18,2420,NV683,I,33L,21-Jan-18,3355,NV380,I,IOM,DUT,T6
PK329,20-Jan-18,2430,NV3197,I,320,20-Jan-18,2495,NV6726,D,PLB,ZLI,T0
PK330,20-Jan-18,2430,NV3702,D,73H,20-Jan-18,2520,NV3702,I,XVI,OHP,T0
PK331,20-Jan-18,2430,NV663,I,33H,20-Jan-18,2645,NV6588,D,MIS,LNH,T23
PK332,20-Jan-18,2435,NV304,D,319,20-Jan-18,2500,NV304,I,DUV,IJK,T0
PK333,20-Jan-18,2435,NV635,I,773,20-Jan-18,2640,NV308,I,OSU,KGL,S35
PK334,20-Jan-18,2440,NV307,I,319,20-Jan-18,2495,NV638,I,LJK,PLK,S13
PK335,20-Jan-18,2450,GN0637,D,738,20-Jan-18,2515,GN0636,D,XOA,XOA,T12
PK336,20-Jan-18,2455,NV391,I,33L,21-Jan-18,3700,NV342,I,DUT,DNC,T2
PK337,20-Jan-18,2455,NV6717,D,320,20-Jan-18,2530,NV642,I,INJ,GVL,T21
PK338,20-Jan-18,2455,NV693,I,33H,21-Jan-18,2895,NV882,I,ZWS,BNT,T4
PK339,20-Jan-18,2460,*****,D,738,20-Jan-18,2510,GN0332,D,***,MIX,T9
PK340,20-Jan-18,2470,NV6119,I,33E,21-Jan-18,3630,NV898,I,UQF,GDP,T3
PK341,20-Jan-18,2480,GN0299,D,738,20-Jan-18,2540,GN976,I,TIF,LCW,T22
PK342,20-Jan-18,2480,GN0333,D,738,21-Jan-18,3830,GN0326,D,MIX,AVI,S15
PK343,20-Jan-18,2490,NV6145,I,325,21-Jan-18,3435,NV6152,I,JDO,JDO,T7
PK344,20-Jan-18,2490,NV619,I,325,20-Jan-18,2560,NV624,I,ILH,SFQ,T0
PK345,20-Jan-18,2495,GN0209,D,73A,20-Jan-18,2700,GN0494,D,BPH,OOH,T15
PK346,20-Jan-18,2500,NV6301,D,325,20-Jan-18,2695,NV6720,D,AVI,ISC,T16
PK347,20-Jan-18,2510,NV697,I,773,20-Jan-18,2700,NV688,I,MBY,MBY,T27
PK348,20-Jan-18,2520,NV3786,D,73E,20-Jan-18,2610,NV3631,D,ZJI,XVI,T8
PK349,20-Jan-18,2520,NV601,I,773,21-Jan-18,2900,NV840,I,TGP,NFM,S36
PK350,20-Jan-18,2530,GN0461,D,73H,20-Jan-18,2610,GN972,I,LXM,LVM,T0
PK351,20-Jan-18,2535,NV3131,I,73H,20-Jan-18,2625,NV3131,D,GTA,XVI,T0
PK352,20-Jan-18,2540,NV6489,D,33L,20-Jan-18,2680,NV658,I,TZY,CLL,T0
PK353,20-Jan-18,2540,NV831,I,320,20-Jan-18,2615,NV831,D,OHP,MIX,T0
PK354,20-Jan-18,2545,NV615,I,325,20-Jan-18,2700,NV6312,D,ILH,IBL,T0
PK355,20-Jan-18,2550,NV3421,D,319,20-Jan-18,2615,NV3410,D,YOO,YOO,T19
PK356,20-Jan-18,2550,NV6525,D,325,20-Jan-18,2725,NV6472,D,DUV,TAY,S4
PK357,20-Jan-18,2555,NV6739,D,320,21-Jan-18,3345,NV6738,D,EMD,EMD,T10
PK358,20-Jan-18,2560,GN941,I,73H,20-Jan-18,2625,GN978,I,QVT,CLJ,S13
PK359,20-Jan-18,2565,NV399,I,320,20-Jan-18,2630,NV6784,D,PLB,EMD,T9
PK360,20-Jan-18,2570,GN0465,D,738,20-Jan-18,2645,GN0452,D,XFI,EZH,T12
PK361,20-Jan-18,2570,GN951,I,73H,20-Jan-18,2640,GN968,I,CLL,ILU,T0
PK362,20-Jan-18,2570,NV3622,D,319,20-Jan-18,2640,NV6486,D,XVI,EZH,T14
PK363,20-Jan-18,2570,NV829,I,773,21-Jan-18,2885,NV664,I,PSE,DEH,S37
PK364,20-Jan-18,2575,GN0287,D,738,20-Jan-18,2710,GN0287,D,DHR,LXM,T17
PK365,20-Jan-18,2575,NV6663,D,320,20-Jan-18,2640,NV860,I,MZJ,QOI,T0
PK366,20-Jan-18,2575,NV859,I,73H,20-Jan-18,2700,NV859,D,LJY,LNH,T0
PK367,20-Jan-18,2590,GN0641,D,738,20-Jan-18,2720,GN0428,D,XOA,DBO,T22
PK368,20-Jan-18,2595,NV3119,I,321,20-Jan-18,2715,NV6297,D,NGN,QFL,T0
PK369,20-Jan-18,2595,NV6714,D,320,20-Jan-18,2725,NV6714,D,AIB,TIF,T21
PK370,20-Jan-18,2600,NV319,I,773,21-Jan-18,2885,NV846,I,ZZA,TZE,S31
PK371,20-Jan-18,2600,NV337,I,320,20-Jan-18,2830,NV6156,I,LJY,DSL,T1
PK372,20-Jan-18,2610,NV6199,I,73E,20-Jan-18,2730,NV3655,D,GVL,XVI,T0
PK373,20-Jan-18,2610,NV673,I,33E,21-Jan-18,2890,NV320,I,TZE,GSB,S34
PK374,20-Jan-18,2610,NV699,I,773,20-Jan-18,2740,NV699,D,KGL,GPD,T5
PK375,20-Jan-18,2615,NV633,I,325,20-Jan-18,2705,NV633,D,OSU,YJZ,T0
PK376,20-Jan-18,2620,NV6763,D,320,20-Jan-18,2705,NV6544,D,ZOK,DLH,T20
PK377,20-Jan-18,2620,NV849,I,33E,20-Jan-18,2850,NV654,I,NFM,TJO,S32
PK378,20-Jan-18,2630,NV6753,D,319,20-Jan-18,2710,NV836,I,EMD,ILH,T0
PK379,20-Jan-18,2640,GN939,I,73H,20-Jan-18,2705,GN0300,D,JDO,TXB,T0
PK380,20-Jan-18,2640,NV6324,D,73E,20-Jan-18,2700,NV6325,D,UZO,UZO,S7
PK381,20-Jan-18,2640,NV6527,D,320,20-Jan-18,2730,NV6528,D,DUV,DUV,S16
PK382,20-Jan-18,2640,NV827,I,33E,20-Jan-18,2755,NV826,I,COF,COF,T26
PK383,20-Jan-18,2645,GN0205,D,73A,20-Jan-18,2735,GN0560,D,TIF,LXF,S10
PK384,20-Jan-18,2650,GN0237,D,73H,21-Jan-18,3430,GN912,I,SJA,UTB,T0
PK385,20-Jan-18,2650,GN0261,D,73H,20-Jan-18,2705,GN0260,D,YNO,DHR,S14
PK386,20-Jan-18,2650,NV621,I,325,21-Jan-18,2990,NV322,I,ILH,NOM,S12
PK387,20-Jan-18,2650,NV6317,D,319,21-Jan-18,3375,NV6358,D,ITO,EBU,S25
PK388,20-Jan-18,2655,NV6551,D,319,20-Jan-18,2705,*****,D,UTO,***,S18
PK389,20-Jan-18,2655,NV6725,D,320,21-Jan-18,3380,NV6724,D,ISC,ISC,S20
PK390,20-Jan-18,2660,NV6549,D,319,21-Jan-18,3385,NV6548,D,OBP,OBP,T8
PK391,20-Jan-18,2665,NV317,I,320,21-Jan-18,2895,NV6134,I,DOY,DFC,S11
PK392,20-Jan-18,2665,NV3278,D,325,21-Jan-18,3280,NV3446,D,YJZ,YJZ,T19
PK393,20-Jan-18,2670,NV6117,I,325,21-Jan-18,3420,NV6230,D,UQF,QFL,T0
PK394,20-Jan-18,2670,NV6578,D,325,21-Jan-18,3420,NV6532,D,TZY,DLH,S21
PK395,20-Jan-18,2670,NV6772,D,325,20-Jan-18,2765,NV6772,D,GPD,EMD,T11
PK396,20-Jan-18,2680,*****,D,319,20-Jan-18,2730,NV6478,D,***,DTY,T9
PK397,20-Jan-18,2700,NV6495,D,320,21-Jan-18,3360,NV6154,I,AZJ,QVT,T0
PK398,20-Jan-18,2700,NV6633,D,320,20-Jan-18,2770,NV6632,D,UBP,UBP,T12
PK399,20-Jan-18,2700,NV6811,D,320,20-Jan-18,2780,NV6811,D,VSD,OHC,T14
PK400,20-Jan-18,2705,NV651,I,33H,21-Jan-18,3625,NV670,I,IOE,DEH,T23
PK401,20-Jan-18,2705,NV6642,D,320,20-Jan-18,2780,NV6642,D,TIF,LIO,T18
PK402,20-Jan-18,2710,NV6643,D,320,20-Jan-18,2760,NV392,I,LIO,THO,T0
